Samples,Assignments,Mean_Error_PPM,StDev_Error_PPM,CHON_ct,CHO_ct,DBE_Mean,AI_Mean,AImod_Mean,NOSC_Mean,NOSC_StDev,NOSC_median,OC_Mean,OC_StDev,OC_median,HC_Mean,HC_StDev,HC_median,C_mean,GFE_Mean,Lignin_ct,ConHC_ct,Lipid_ct,UnsatHC_ct,Protein_ct,AminoSugar_ct,Carb_ct,Tannin_ct,Other_ct,Lignin,ConHC,Lipid,UnsatHC,Protein,AminoSugar,Carb,Tannin,Other,CHO,CHON,Site,Depth,Sample_ID,biome_name,latitude,longitude,mean_GWC,K_mg_per_kg,SO4.S_mg_per_kg,B_mg_per_kg,Zn_mg_per_kg,Mn_mg_per_kg,Cu_mg_per_kg,Fe_mg_per_kg,Ca_Meq_per_100_g,Mg_Meq_per_100_g,Na_Meq_per_100_g,Total_Bases_Meq_per_100_g,CEC_Meq_per_100_g,TKN_pct,Total_Sulfur_pct,Total_Nitrogen_pct,Total_Carbon_pct,C_to_N_ratio,NO3.N_mg_per_g_of_soil_mean,NH4.N_mg_per_g_of_soil_mean,NO3.N_mg_per_g_of_soil_median,NH4.N_mg_per_g_of_soil_median,NO3.N_mg_per_g_of_soil_standard_deviation,NH4.N_mg_per_g_of_soil_standard_deviation,NO3.N_mg_per_g_of_soil_standard_error,NH4.N_mg_per_g_of_soil_standard_error,P_Bicarb_mg_per_g_of_soil_mean,P_Bicarb_mg_per_g_of_soil_median,P_Bicarb_mg_per_g_of_soil_standard_deviation,P_Bicarb_mg_per_g_of_soil_standard_error,pH,P_Extract,B.glucosidase_ug_pNP_per_g_per_hour,B.glucosidase_activity_nmol_B.gluc_per_g_soil_per_hour,Respiration_96_h_ug_CO2.C_per_g_soil_per_day,Respiration_24_h_ug_CO2.C_per_g_soil_per_day,Sand_pct,Silt_pct,Clay_pct,WEOC_mean,WETN_mean,WEOC_sd,WETN_sd,WEOC_se,WETN_se,salt_C_mean,salt_N_mean,MBC_mean,MBN_mean,salt_C_sd,salt_N_sd,MBC_sd,MBN_sd,salt_C_se,salt_N_se,MBC_se,MBN_se,ROI.volume.xyz,Voxel.size,connected.pores,pore.size.distribution_0.0.1mm,pore.size.distribution_0.1.0.2mm,pore.size.distribution_0.2.0.3mm,pore.size.distribution_0.3.0.4mm,pore.size.distribution_0.4.0.5mm,pore.size.distribution_0.5.0.75mm,pore.size.distribution_0.75.1mm,pore.size.distribution_1.0.5.0mm,pore.size.distribution_5.0.10.0mm,pore.size.distribution_10.0.25.0mm,pore.size.distribution_25.0.50.0mm,pore.size.distribution_.50.0mm,pore.size.min,pore.size.max,pore.size.mean,pore.size.median,pore.size.variance,pore.volume.mean,pore.volume.fraction,wet.bulk.density,pnm.abs.permeability_x,pnm.total.flow.rate_x,pnm.tortuosity_x,pnm.abs.permeability_y,pnm.total.flow.rate_y,pnm.tortuosity_y,pnm.abs.permeability_z,pnm.total.flow.rate_z,pnm.tortuosity_z,BiomeType
NOGP_TOP,9768,0.062792562,0.055260338,5400,4368,12.41185504,0.193580107,0.382707168,0.175630465,0.600126664,0.214285714,0.535735116,0.168383347,0.529411765,1.0204187,0.399365571,1,21.96703522,55.29453175,3910,3232,165,17,807,260,194,1152,31,0.40028665,0.330876331,0.016891892,0.001740377,0.082616708,0.026617527,0.01986077,0.117936118,0.003173628,0.447174447,0.552825553,NOGP,TOP,1000S_NOGP,"Temperate Grasslands, Savannas & Shrublands",46.770404,-100.913635,1.18,,,,,,,,,,,,,,,,,,0.0024,0.0034,0.0025,0.0035,0.03,0.06,0.03,0.03,0.0027,0.0025,0.06,0.03,6.37,,66.7,,,174.5,26.8,46.1,27.1,0.194947127,0.027589433,0.008962879,0.001130552,2.654422507,2.365849282,0.070534325,0.010138641,0.205392567,0.029195865,0.004627112,0.00099522,0.010649096,0.000590971,0.002671464,0.000574591,0.006148259,0.000341197,,0.0381,97.63,864154,156442,22330,4208,1027,377,34,1,0,0,1,0,0.047327,39.38062,0.074748,0.059623,0.003178,0.025433,23.6,1.93,4804.239,69343.72,1.61,5072.101,88700.16,1.6,2845.073,28787.27,1.67,Temp_Grasslands
NWBA_BTM,4249,0.057302219,0.052161498,1295,2954,12.43021888,0.105320625,0.36833538,0.260030744,0.533796414,0.347826087,0.595773419,0.15036003,0.59375,0.991521294,0.31145286,0.956521739,21.951518,52.88912378,1786,1211,56,0,207,52,9,905,23,0.420334196,0.285008237,0.013179572,0,0.048717345,0.012238174,0.002118145,0.212991292,0.005413038,0.695222405,0.304777595,NWBA,BTM,1000S_NWBA,Temperate Broadleaf & Mixed Forests,38.993891,-76.977789,1.258,78,5,0.21,4.1,10.4,2.2,51,6.83,1.53,0.1,8.66,8.84,0.089,121.3,0.089,1.103,12.393,0.0014,0.0008,0.0015,0.0008,0.03,0,0.03,0,0.0084,0.0084,0,0,7.12,,,39.26,23.09,45.82,58.1,23.94,17.96,0.078196783,0.008860011,0.005507473,0.000445429,4.066332046,2.902576545,0.041032496,0.003314214,0.051110854,0.005300408,0.00573716,0.000591893,0.026056087,0.002165583,0.002342186,0.000241639,0.010637353,0.000884096,,0.0381,89.06,1003966,41578,2282,431,143,124,22,26,1,0,1,0,0.047327,28.825,0.060223,0.04732,0.00082,0.002673,10.22,2.48,11.761,169.914,1.63,751.037,12886.47,1.6,601.667,6016.319,1.64,Temp_Forests
NWBA_TOP,4033,0.044755197,0.040145782,1288,2745,10.37465906,0.095472291,0.328249167,0.094830471,0.604175322,0.181818182,0.556387139,0.162602236,0.555555556,1.093150489,0.363479323,1.05,19.9320605,57.59733158,1717,916,113,11,440,104,17,704,11,0.425737664,0.227126209,0.028018845,0.002727498,0.109099926,0.025787255,0.004215224,0.174559881,0.002727498,0.680634763,0.319365237,NWBA,TOP,1000S_NWBA,Temperate Broadleaf & Mixed Forests,38.993891,-76.977789,1.32,48,6,0.23,14,18.3,3.7,36,4.89,1.03,0.05,6.09,8.43,0.196,178.39,0.196,2.846,14.52,0.0027,0.0008,0.0028,0.0008,0.03,0,0.03,0,0.0117,0.0088,0.58,0.33,7.15,,,77.85,54.97,117.12,78.02,11.99,9.99,0.082680903,0.04087774,0.015518732,0.001208896,10.83653374,1.707423837,0.029080231,0.00754978,0.152641448,0.028519407,0.001266706,0.000651245,0.01606652,0.003963926,0.000517131,0.00026587,0.006559129,0.001618266,,0.0381,89.76,979856,57796,6842,2186,923,693,172,105,0,0,1,0,0.04732,29.6307,0.06448,0.04733,0.00194,0.005736,10.98,2.05,379.0418,5450.309,1.76,2882.55,50706.88,1.52,109.69,1102.009,1.8,Temp_Forests
NWBB_BTM,3526,0.046027279,0.039750094,1011,2515,9.271128758,0.056845497,0.243863113,-0.10207044,0.567524179,-0.095238095,0.537194023,0.161137178,0.533333333,1.232748372,0.342992467,1.2,20.9092456,63.20900754,1731,325,139,3,506,164,59,593,6,0.49092456,0.092172433,0.039421441,0.000850822,0.143505389,0.046511628,0.016732842,0.16817924,0.001701645,0.71327283,0.28672717,NWBB,BTM,1000S_NWBB,Temperate Broadleaf & Mixed Forests,38.994073,-76.977954,1.177,36,8,0.05,0.3,8.3,0.4,19,0.78,0.33,0.06,1.26,4.63,0.052,25.55,0.052,0.519,9.981,0.0004,0.0004,0.0004,0.0004,0,0,0,0,0.0467,0.0494,0.58,0.33,5.92,,,4.51,6.15,6.77,72.02,9.99,17.99,0.010984742,0.003578576,0.000527374,0.000270683,2.771840624,4.367062914,0.036153212,0.004115196,0.038075411,0.005399704,0.004873399,0.001466627,0.004968464,0.000322573,0.001989557,0.000598748,0.002028367,0.00013169,,0.0381,92.18,853393,164734,23233,4935,1368,749,112,49,0,0,1,0,0.047327,32.4287,0.07455,0.05962,0.002602,0.00888,14.19,2.39,1238.32,17546.27,1.61,745.24,13426.74,1.69,107.789,1055.65,1.76,Temp_Forests
NWBB_TOP,4430,0.05513474,0.05079122,1447,2983,11.34717833,0.083701628,0.318434824,0.135444327,0.53018768,0.181818182,0.572392119,0.153744425,0.571428571,1.079041437,0.303993546,1.058823529,21.79051919,56.43983668,2270,796,50,7,275,90,26,897,19,0.51241535,0.179683973,0.011286682,0.001580135,0.062076749,0.020316027,0.005869074,0.20248307,0.004288939,0.673363431,0.326636569,NWBB,TOP,1000S_NWBB,Temperate Broadleaf & Mixed Forests,38.994073,-76.977954,1.272,84,25,0.11,1.6,51.2,1,49,1.18,0.44,0.07,1.91,8.25,0.174,118.11,0.174,2.08,11.954,0.0015,0.0015,0.0015,0.0015,0.06,0,0.06,0,0.0207,0.0178,0.58,0.33,6.01,,,16.15,32.93,49.92,68.89,16.59,14.52,0.058945418,0.018706405,0.017578823,0.00547534,17.21785791,16.8989657,0.136643563,0.017844246,0.224711697,0.034323202,0.00716355,0.000263772,0.019924291,0.001808258,0.002924507,0.000107684,0.008134058,0.000738218,,0.0381,88.64,843959,166810,27143,6923,2198,1249,194,97,0,0,1,0,0.04732,28.1806,0.07787,0.05962,0.003348,0.0086,9.86,2.001,239.076,3392.403,1.6585,113.949,1984.055,1.8,43.676,434.9251,1.75,Temp_Forests
NWBC_BTM,5300,0.061548019,0.056366231,1790,3510,11.67566038,0.076905581,0.30128493,0.060043358,0.509106547,0.08,0.552551948,0.152902225,0.542857143,1.108057705,0.298724785,1.090909091,23.28396226,58.58876429,2963,800,63,1,345,115,32,971,10,0.559056604,0.150943396,0.011886792,0.000188679,0.06509434,0.021698113,0.006037736,0.183207547,0.001886792,0.662264151,0.337735849,NWBC,BTM,1000S_NWBC,Temperate Broadleaf & Mixed Forests,38.99425,-76.978175,1.241,121,23,0.14,1,1.8,0.7,36,1.17,1.18,0.06,2.72,12.3,0.069,31.95,0.069,0.747,10.826,0.0004,0.0004,0.0004,0.0004,0,0,0,0,0.003,0.0001,0.57,0.33,5.43,,,,5.09,8.47,48.07,17.97,33.95,0.0218349,0.003622431,0.001950254,0.000120485,5.156787661,1.920311697,0.056483339,0.010061768,0.043752622,0.003798509,0.005926169,0.000805267,0.012308961,0.000768607,0.002419349,0.000328749,0.005025112,0.000313782,,0.0381,88.13,969549,65279,9589,2609,852,563,88,44,0,0,1,0,0.047327,31.0737,0.06539,0.04732,0.0017,0.003962,13.07,2.52,1116.397,15946.38,1.66,281.677,499.55,1.8,5020.68,49810,1.51,Temp_Forests
NWBC_TOP,5305,0.061482407,0.05584161,1994,3311,12.57888784,0.110103242,0.366243418,0.268500795,0.530727247,0.333333333,0.591972813,0.154075214,0.588235294,0.994822877,0.312154954,0.965517241,22.29670123,52.64772735,2311,1542,31,13,236,79,23,1033,37,0.435626767,0.29066918,0.005843544,0.002450518,0.044486334,0.014891612,0.004335533,0.19472196,0.006974552,0.624128181,0.375871819,NWBC,TOP,1000S_NWBC,Temperate Broadleaf & Mixed Forests,38.99425,-76.978175,1.389,238,14,0.25,5.6,62.7,1.3,64,6.43,2.3,0.06,9.4,24.83,0.415,252.91,0.415,4.954,11.937,0.0028,0.0014,0.0029,0.0013,0.03,0.06,0.03,0.03,0.0097,0.0097,0,0,5.89,,,197.14,108.19,200.02,52.01,29.99,18,0.13952649,0.050628733,0.008739077,0.002785728,3.616165064,3.176735037,0.245637081,0.010782672,0.263653596,0.059007051,0.0077375,0.000385181,0.02103389,0.003835914,0.003158821,0.000157249,0.00858705,0.001566005,,0.0381,98.43,820686,55397,6197,1542,486,279,50,21,0,0,1,0,0.047327,34.5485,0.0626,0.04732,0.002442,0.02468,16.07,2.54,1409.143,20049.46,1.69,1372.39,24280.82,1.66,557.554,5556.14,1.81,Temp_Forests
OAES_BTM,1484,0.038345297,0.03143837,321,1163,6.993261456,0.063523167,0.186746606,-0.307785801,0.535662089,-0.285714286,0.514385864,0.157626168,0.52173913,1.381908401,0.358851011,1.384615385,18.13814016,69.07189532,612,59,98,0,336,134,67,175,3,0.412398922,0.039757412,0.066037736,0,0.226415094,0.090296496,0.045148248,0.117924528,0.002021563,0.783692722,0.216307278,OAES,BTM,1000S_OAES,,,,1.159,181,4,0.77,0.3,0.8,0.2,2,17.55,3.22,0.11,21.34,17.78,0.148,251.59,0.148,1.57,10.608,0.0007,0.0011,0.0007,0.001,0.06,0.06,0.06,0.03,0.0008,0.0008,0,0,8.19,,4.4,,,20.2,23.3,41.9,34.9,0.009202214,0.000610088,0.000796294,7.89E-05,4.995978806,7.463217252,0.048042032,0.003194766,0.169613577,0.010843885,0.000559748,0.000167072,0.000554922,0.000395831,0.00032317,9.65E-05,0.000320384,0.000228533,,0.0381,87.66,956565,73400,13445,3562,1016,502,63,20,0,0,1,0,0.047327,26.66545,0.061627,0.047327,0.001443,0.003134,8.16,2.44,399.4791,5763.471,1.57,548.505,9576.424,1.53,10.44493,105.7352,2.09,
OAES_TOP,2710,0.039406977,0.031393044,707,2003,9.332841328,0.102551697,0.294291304,-0.067851265,0.569458056,0,0.530108477,0.149614671,0.53452381,1.178082529,0.39886897,1.142857143,19.33837638,62.23376105,1158,525,96,0,385,140,72,333,1,0.427306273,0.193726937,0.035424354,0,0.142066421,0.051660517,0.026568266,0.122878229,0.000369004,0.739114391,0.260885609,OAES,TOP,1000S_OAES,,,,1.138,325,8,0.94,0.8,2,0.3,2,16.24,2.6,0.09,19.76,19.11,0.222,297.32,0.222,2.647,11.923,0.0008,0.0015,0.0007,0.0014,0.03,0.06,0.03,0.03,0.0013,0.0015,0.06,0.03,8.3,,35.6,,,27.8,26.8,42.1,31.1,0.016817713,0.001486873,0.001614419,0.000235967,5.542282614,9.162555891,0.055938387,0.005025143,0.325540682,0.028588367,0.000635657,0.000519534,0.008209131,0.00086006,0.000366997,0.000299953,0.004739544,0.000496556,,0.0381,80.83,972029,59752,11490,3301,1143,702,110,46,0,1,0,0,0.047327,20.54867,0.062959,0.047327,0.00193,0.002989,4.63,2.5,4840.894,76188.39,1.41,8514.54,136245.2,1.37,1.066377,9.471076,1.41,
OCTB_BTM,2961,0.040095539,0.032327231,1101,1860,9.301925025,0.081809864,0.289656308,0.013318506,0.574043764,0.090909091,0.55147525,0.139432271,0.555555556,1.170009184,0.380785503,1.125,19.15636609,59.92042259,1290,545,84,0,389,156,77,418,2,0.435663627,0.184059439,0.028368794,0,0.131374536,0.052684904,0.026004728,0.141168524,0.000675447,0.62816616,0.37183384,OCTB,BTM,1000S_OCTB,Deserts & Xeric Shrublands,43.3055054,-116.2432178,1.095,180,2,0.38,0.2,5.6,1.4,11,10.95,5.54,0.3,17.25,19.27,0.065,36.75,0.065,0.386,5.938,0.0033,0,0.0033,0,0,0,0,0,0.0281,0.0307,0.58,0.33,6.79,,9.5,23.58,1.39,26.4,32.05,49.96,17.99,0.02591479,0.006078719,0.002111659,0.000287264,4.704522156,2.728406556,0.020978757,0.005958509,0.034025463,0.004408363,0.001099389,0.000176831,0.001316727,2.92E-05,0.000634733,0.000102093,0.000760213,1.69E-05,,0.381,88.27,891123,128203,20343,5621,1874,1172,172,65,0,0,1,0,0.047327,28.06763,0.072955,0.059613,0.002575,0.006027,9.45,1.82,298.2337,4294.694,1.71,295.4621,5175.064,1.65,62.6664,636.9952,1.73,Desert_Shrubland
OCTB_TOP,5878,0.05038653,0.043367298,2907,2971,11.56753998,0.146137249,0.377316355,0.202306409,0.579883764,0.272727273,0.554827103,0.147133363,0.555555556,1.019748041,0.376031882,1,20.61942838,54.53426736,2436,1867,105,0,429,147,71,818,5,0.414426676,0.317625043,0.017863219,0,0.072984008,0.025008506,0.012078938,0.139162981,0.000850629,0.505444029,0.494555971,OCTB,TOP,1000S_OCTB,Deserts & Xeric Shrublands,43.3055054,-116.2432178,1.095,662,2,0.51,0.9,8.1,1.3,21,7.91,3.78,0.11,13.5,15.62,0.111,53.78,0.111,0.849,7.649,0.0015,0.0012,0.0016,0.001,0.09,0.12,0.09,0.07,0.0588,0.0613,3.51,2.03,6.54,,73.7,116.44,12.48,34.2,28.16,57.87,13.97,0.039386228,0.006502109,0.002111659,0.001302253,3.095414576,11.56326833,0.028248489,0.007897787,0.086561934,0.012478808,0.002898167,0.000633155,0.000611127,0.000161791,0.001673258,0.000365552,0.000352835,9.34E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert_Shrubland
OCTU_BTM,5112,0.047136163,0.040203994,2338,2774,11.03286385,0.126599738,0.357536545,0.16391257,0.588194561,0.235294118,0.554380246,0.149465988,0.555555556,1.048416586,0.36818008,1,20.26819249,55.62849175,2184,1451,107,0,434,118,54,759,5,0.427230047,0.283841941,0.020931142,0,0.084898279,0.023082942,0.01056338,0.148474178,0.000978091,0.542644757,0.457355243,OCTU,BTM,1000S_OCTU,Deserts & Xeric Shrublands,43.3055281,-116.2429905,1.085,233,1,0.32,0.4,10.4,1.7,22,9.01,4.53,0.22,14.36,21.39,0.089,38.85,0.089,0.542,6.09,0.001,0.0003,0.001,0.0003,0,0,0,0,0.0532,0.0532,0,0,6.3,,,87.49,8.18,15.54,28.14,55.89,15.97,0.021503108,0.003268495,0.001592939,0.000271287,4.276979848,4.7920335,0.021764967,0.003312544,0.186256028,0.008099319,0.001742238,0.000319649,0.002212907,0.000721463,0.001005882,0.000184549,0.001277622,0.000416537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert_Shrubland
OCTU_TOP,5001,0.049022929,0.042255398,2313,2688,11.64767047,0.136796418,0.382299871,0.223194239,0.555361669,0.3,0.559509279,0.141382288,0.56,1.001660352,0.346529257,1,20.56308738,53.9389642,2192,1560,65,0,292,89,21,779,3,0.438312338,0.311937612,0.012997401,0,0.058388322,0.017796441,0.00419916,0.155768846,0.00059988,0.537492501,0.462507499,OCTU,TOP,1000S_OCTU,Deserts & Xeric Shrublands,43.3055281,-116.2429905,1.087,604,2,0.41,1,11.6,1.4,27,7.63,3.54,0.1,12.82,15,0.131,65.6,0.131,1.039,7.931,0.0016,0,0.0016,0,0,0,0,0,0.0837,0.0837,0,0,5.98,,,100.22,10.86,22.34,28.07,57.94,13.99,0.034254516,0.006149048,0.001838692,0.000217663,3.099064418,2.043695842,0.022112117,0.004901503,0.098081052,0.014977025,0.001109218,0.000166758,0.001803816,0.000392425,0.000640407,9.63E-05,0.001041434,0.000226567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert_Shrubland
OKPF_BTM,4748,0.047062216,0.040175689,1526,3222,10.90332772,0.112397341,0.320343373,0.068543067,0.56792976,0.125,0.552941168,0.162428248,0.546920821,1.103782804,0.367949049,1.076923077,21.10341196,58.34652259,2127,1047,107,18,429,151,82,775,12,0.447978096,0.220513901,0.022535805,0.00379107,0.090353833,0.031802864,0.01727043,0.163226622,0.00252738,0.678601516,0.321398484,OKPF,BTM,1000S_OKPF,Temperate Conifer Forests,41.551919,-70.635356,,19,11,0.23,0.5,0.7,0.3,153,0.64,0.24,0.07,1,10.6,0.097,34.27,0.097,1.579,16.278,,,,,0.03,0.06,0.03,0.03,,,0.57,0.33,4.56,,,51.37,19.16,13.78,72,18,10,0.144272471,0.007346119,0.005668137,0.000285279,2.268277688,2.242084066,,,,,,,,,,,,,,0.0381,92.72,831986,87995,10902,2670,958,744,180,119,3,0,1,0,0.04732,31.40172,0.068054,0.051296,0.003231,0.018567,12.99,1.91,0.05335,0.7695,2.15,8869.334,151484.1,1.54,169.0981,1679.52,1.59,Temp_Conif_Forests
OKPF_TOP,6522,0.054139,0.049294579,2497,4025,11.5890831,0.158592629,0.343478553,0.143057839,0.579930071,0.181818182,0.561101318,0.172523563,0.555555556,1.062618462,0.375411539,1.043478261,21.56409077,56.22285159,2761,1727,91,33,494,193,162,1033,28,0.4233364,0.264796075,0.013952775,0.005059798,0.075743637,0.02959215,0.024839006,0.158386998,0.004293162,0.617141981,0.382858019,OKPF,TOP,1000S_OKPF,Temperate Conifer Forests,41.551919,-70.635356,,98,2,0.36,1.2,1.1,0.1,35,0.9,0.84,0.2,2.19,6.61,0.742,374.51,0.742,16.945,22.837,,,,,,,,,,,,,3.72,,,95.56,83.1,228.65,69.11,22.07,8.83,0.557741728,0.026049954,0.338263847,0.015304327,35.01561986,33.91928197,,,,,,,,,,,,,,0.0381,92.506,763516,124316,17779,4414,1412,867,158,86,0,0,1,0,0.047327,31.04731,0.075123,0.059676,0.003592,0.018033,12.189,1.32,1027.264,9176.085,1.65,1395.435,15184.34,1.63,177.1558,2847.186,1.95,Temp_Conif_Forests
ONAQ_BTM,939,0.034887262,0.030752724,212,727,5.350372737,0.068937779,0.149693445,-0.477073668,0.508206064,-0.454545455,0.478810484,0.153693784,0.476190476,1.484316105,0.335142749,1.529411765,16.34717785,73.89659955,338,16,91,0,287,107,35,63,2,0.359957401,0.017039404,0.096911608,0,0.305644302,0.113951012,0.037273695,0.067092652,0.002129925,0.774227902,0.225772098,ONAQ,BTM,1000S_ONAQ,Deserts & Xeric Shrublands,40.17647,-112.4546,1.067,476,0.01,0.87,0.3,1.7,0.3,3,15.81,1.68,0.15,18.86,9.77,0.056,339.79,0.056,1.999,35.696,0.0003,0.0009,0.0003,0.001,0,0.06,0,0.03,0.0014,0.0014,0,0,8.87,,3.4,,,8.8,35.3,41.8,23,0.030723451,0.002924628,0.001213583,0.00015178,2.28054553,2.996279331,0.034207935,0.001583816,0.050453186,0.004201279,0.012657309,0.00026946,0.010537317,0.000355559,0.0073077,0.000155573,0.006083723,0.000205282,,0.0381,87.12,986740,57701,3147,603,200,145,26,11,0,0,1,0,0.047327,28.61844,0.064723,0.047327,0.000826,0.001823,10.14,2.04,435.3957,6262.179,1.67,331.3884,5767.19,1.78,539.812,5442.563,1.64,Desert_Shrubland
ONAQ_TOP,2779,0.037058318,0.031239933,1015,1764,7.460957179,0.101384638,0.238933432,-0.179355654,0.565939389,-0.181818182,0.51364461,0.14588452,0.5,1.290595957,0.394577158,1.333333333,17.87873336,65.41163613,1136,368,109,0,594,205,92,270,5,0.408780137,0.132421734,0.039222742,0,0.213745952,0.073767542,0.033105434,0.097157251,0.001799208,0.634760705,0.365239295,ONAQ,TOP,1000S_ONAQ,Deserts & Xeric Shrublands,40.17647,-112.4546,1.035,395,5,0.67,0.5,3.1,0.9,5,14.62,1.19,0.12,16.94,9.27,0.069,343.18,0.069,2.076,30.087,0.001,0.0009,0.0009,0.0009,0.03,0,0.03,0,0.0057,0.0055,0.06,0.03,8.56,,15.5,,,12,37.3,37.8,25,0.020729051,0.00303627,,,,,0.065983668,0.003150206,0.108263031,0.011869896,0.005051315,0.000100143,0.00461618,0.000536773,0.002916378,5.78E-05,0.002665153,0.000309906,,0.0381,89.39,926143,105699,11726,3091,1074,691,109,40,0,0,1,0,0.047327,29.07959,0.069292,0.059628,0.001852,0.004919,11.04,1.96,359.4088,5234.058,1.71,205.9055,3560.545,1.78,291.7422,2793.773,1.79,Desert_Shrubland
ORNL_BTM,2314,0.040950326,0.034449439,570,1744,7.93258427,0.06990884,0.213826786,-0.262030774,0.49189704,-0.272727273,0.504072471,0.14862063,0.5,1.318430264,0.330100448,1.333333333,19.51469317,67.76787705,1207,135,85,3,413,136,75,258,2,0.521607606,0.058340536,0.03673293,0.001296456,0.178478825,0.058772688,0.032411409,0.111495246,0.000864304,0.753673293,0.246326707,ORNL,BTM,1000S_ORNL,Temperate Broadleaf & Mixed Forests,35.96337,-84.28182,1.188,69,14,0.15,0.3,30.9,0.2,14,0.48,0.07,0.08,0.81,16.36,0.069,65.1,0.069,0.655,9.493,0.0004,0.0015,0.0004,0.0014,0,0.06,0,0.03,0.0017,0.0017,0,0,4.91,,7.5,,,22.1,41.3,33.8,24.9,0.058986792,0.004751815,0.002873458,0.000589419,2.812479755,7.161493256,0.125566004,0.010699102,0.09335154,0.012795531,0.007683223,0.000433687,0.013669205,0.001118782,0.004435911,0.000250389,0.007891919,0.000645929,,0.0381,67.99,978146,50556,11689,4287,1854,1499,327,214,1,0,1,0,0.047327,26.93255,0.065692,0.047327,0.002156,0.002884,10.84,2.49,0.376986,5.412132,1.89,31576.82,552273.8,1.56,0.472884,4.7445218,1.84,Temp_Forests
ORNL_TOP,4623,0.043684484,0.035149151,1657,2966,10.20073545,0.107084977,0.30666091,0.028327617,0.570247575,0.076923077,0.541270084,0.162925565,0.538461538,1.133840239,0.365030928,1.115384615,20.34847502,59.4926629,2146,906,106,28,483,157,79,711,7,0.464200735,0.195976639,0.022928834,0.006056673,0.104477612,0.033960632,0.017088471,0.153796236,0.001514168,0.641574735,0.358425265,ORNL,TOP,1000S_ORNL,Temperate Broadleaf & Mixed Forests,35.96337,-84.28182,1.187,109,15,0.17,1.3,62.5,1.7,24,1.35,0.42,0.09,2.14,9.3,0.242,159.79,0.242,3.761,15.541,0.0004,0.0015,0.0004,0.0014,0,0.06,0,0.03,0.0017,0.0017,0,0,4.94,,35.8,,,331.1,37.3,39.8,23,0.260871801,0.024231338,0.005812956,0.000923166,1.286498394,2.199591264,0.125153957,0.010081735,0.099618035,0.013198249,0.004065613,0.000165352,0.015068195,0.001100842,0.002347283,9.55E-05,0.008699626,0.000635572,,0.0381,94.85,961693,68477,11742,3565,1544,1138,269,145,0,0,1,0,0.047327,35.08747,0.063453,0.047327,0.002467,0.013288,17.18,2.25,5592.35,80551.57,1.65,6548.931,114448.5,1.58,2887.781,29230.14,1.71,Temp_Forests
OSBS_BTM,3749,0.045367767,0.038785126,1068,2681,9.186182982,0.093708335,0.257572566,-0.111046416,0.551105671,-0.086956522,0.528561365,0.161581971,0.523809524,1.227603716,0.366928176,1.2,20.16751134,63.46482287,1795,451,138,5,526,178,98,553,5,0.478794345,0.120298746,0.036809816,0.001333689,0.140304081,0.047479328,0.026140304,0.147506002,0.001333689,0.715124033,0.284875967,OSBS,BTM,1000S_OSBS,Temperate Conifer Forests,29.691389,-81.988611,1.056,39,3,0.16,0.2,0.5,0.1,39,0.35,0.09,0.06,0.6,0.96,0.054,33.35,0.054,0.297,5.5,0.0005,0.0009,0.0003,0.001,0.07,0.06,0.07,0.03,0.0015,0.0015,0,0,7.87,,1.7,,,7.3,92.2,1,6.9,0.018840505,0.001457506,0.000831276,4.56E-05,2.54737068,1.804528464,0.03152702,0.003084586,0.03555159,0.004590229,0.002351476,0.000343503,0.000579879,0.000230635,0.001357625,0.000198321,0.000334793,0.000133157,,0.0381,86.76,742926,253956,39817,8436,2138,1095,147,58,0,0,1,0,0.047327,31.36294,0.089308,0.070245,0.003606,0.008217,13.41,1.86,530.3367,7562.567,1.59,591.333,10270.01,1.609,121.1398,1231.21,1.71,Temp_Conif_Forests
OSBS_BTM,3749,0.045367767,0.038785126,1068,2681,9.186182982,0.093708335,0.257572566,-0.111046416,0.551105671,-0.086956522,0.528561365,0.161581971,0.523809524,1.227603716,0.366928176,1.2,20.16751134,63.46482287,1795,451,138,5,526,178,98,553,5,0.478794345,0.120298746,0.036809816,0.001333689,0.140304081,0.047479328,0.026140304,0.147506002,0.001333689,0.715124033,0.284875967,OSBS,BTM,1000S_OSBS,Temperate Conifer Forests,29.691389,-81.988611,1.056,39,3,0.16,0.2,0.5,0.1,39,0.35,0.09,0.06,0.6,0.96,0.054,33.35,0.054,0.297,5.5,0.0005,0.0009,0.0003,0.001,0.07,0.06,0.07,0.03,0.0014,0.0014,0,0,7.87,,1.7,,,7.3,92.2,1,6.9,0.018840505,0.001457506,0.000831276,4.56E-05,2.54737068,1.804528464,0.03152702,0.003084586,0.03555159,0.004590229,0.002351476,0.000343503,0.000579879,0.000230635,0.001357625,0.000198321,0.000334793,0.000133157,,0.0381,86.76,742926,253956,39817,8436,2138,1095,147,58,0,0,1,0,0.047327,31.36294,0.089308,0.070245,0.003606,0.008217,13.41,1.86,530.3367,7562.567,1.59,591.333,10270.01,1.609,121.1398,1231.21,1.71,Temp_Conif_Forests
